Titre,URL,Note,Pseudo,Avis
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,Nashandra_Aldia,"Magnifique, juste frustrée que ce ne soit que l'Early Access, hâte d'être à la sortie officielle avec tout le contenu et les succès ! Une vraie réussite !"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,Alloen,"Quelle idée absurde de noter un Early Access... En tenant compte de cet aspect fondamental, je donne un 20/20.En effet hormis quelques soucis de stabilité, quelques bugs, globalement le jeu est prometteur. L'histoire est top, bien ficelée, les personnages dignes d'intéret, l'environnement superbe tout comme les musiques immersives.L'exploration est au coeur de cet opus, avec pas mal de ""petits coins secrets"" qui ajoutent du piment a cette derniere. Sans faire de spoil, a vidéo introductive est juste splendide. Hate d'avoir la version finale."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,Suleyman[JV],"La Masterclass des rpg depuis sa sortie en EA, tous les joueurs de JdR devraient apprécier cette qualité assez rare de nos jours. Des centaines d'heures à remodeler ses histoires et personnages, en marge de la folie, on a un nectar pur qui sera sans aucun doute encore plus zinzin avec la venue des mods."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,QuarkerStrange,De part son gameplay viscéral qui complète à merveille son level design organique. Les petits gars de chez Larian Studio nous prouvent encore une fois qu'ils en ont sous le capot grâce à des mécaniques bien huilées qui donnent vie l'univers de donjon et dragon pour notre plus grand plaisir.Ce jeu est une petite pépite que vaut le détour grâce à ses idées novatrices et sa direction artistique léchée qui ont tout pour séduire.On déplorera quand même une optimisation assez timide ainsi qu'un contenu assez maigre qui viendra au fil des mises à jour.Baldur's Gate 3 est une véritable lettre d'amour aux fans de RPG qui mérite une place dans la collection de tout les amateurs du genre.
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,Atchoumpositif,"Jeu tout simplement exceptionnel... Je ne suis pas déçu d'avoir attendu aussi longtemps ! Une véritable pépite ! Merci Larian studio, j'en attendais pas moins de votre part !"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,cabrelbeuk,"Ecriture stupidement riche, perso stupidement charismatiques, système un poil simplifié par rapport au jeu sur table mais seulement sur les parties inutilement compliquées ou fouillies, la difficulté plus qu'au rendez vous, probablement ce qui se rapproche le plus d'un jeu de rôle sur table dans le monde du jeu vidéo moderne. On peut faire à peu près tout et n'importe quoi, et les conséquences sont belles et bien là.Ah et merci de sortir un jeu sans magasin in game, sans micro transaction, sans faire payer les variantes couleurs 4.99€, sans lootbox et autre saloperies que les gens ont visiblement bel et bien accepté comme une pratique raisonnable.Pour un fan de cRPG c'est superbe."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=1,20/20,Pseudo supprimé,"Tout simplement le meilleur jeu auquel j'ai pu jouer. Et quelle bouffée d'air frais de pas avoir de battle pass, de DLC, d'abonnement mensuel, de boutique bidule en ligne, d'obligation de x ou y pour jouer, de saison et j'en passe. Ici tu payes le jeu; tu l'installes; et t'y joues, point."
Baldur's Gate III,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,tutuf04,"Au vu du nombre d'heures de jeu que j'y passe comment mettre moins.Tout est dans ce jeu, je ne comprends pas du tout la note moyenne si faible...Le jeu est beau, complet, jouable en coop, avec des histoires intéressantes.Que demander de plus"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,MensaPrime,"Si ce jeu n'est pas le GOTY ce sera uniquement à cause de sa relative difficulté d'accès et le public peut-être relativement restreint  auquel il s'adresse.Pour le reste il n'y a rien à dire, les notes moyennes sur Metacritic témoigne de l'extraordinaire qualité de ce jeu."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Bl00op,On peut difficilement faire mieux que ce nouvel opus d'une densité assez incroyable. Dommage que les éternels chômeurs du site spamment encore de faux avis pour faire grimper leurs badges.
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Minzoloco,"Un très bon jeu. Les graphismes sont bien travaillées et j'adore les cinématiques qui nous propulsent dans l'histoire. Le choix des dialogues aussi n'est pas s'en rappeler les meilleurs bioware. En attendant le prochain dragon age, on a pas beaucoup de RPG de cette trempe et Baldur's gate en faite partie. Vivement la version finale !"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Turel87,"Ecriture stupidement riche, perso stupidement charismatiques, système un poil simplifié par rapport au jeu sur table mais seulement sur les parties inutilement compliquées ou fouillies, la difficulté plus qu'au rendez vous, probablement ce qui se rapproche le plus d'un jeu de rôle sur table dans le monde du jeu vidéo moderne. On peut faire à peu près tout et n'importe quoi, et les conséquences sont belles et bien là.Ah et merci de sortir un jeu sans magasin in game, sans micro transaction, sans faire payer les variantes couleurs 4.99€, sans lootbox et autre saloperies que les gens ont visiblement bel et bien accepté comme une pratique raisonnable.Pour un fan de cRPG c'est superbe."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Oeil-De-Taupe,"Une valeur sûre du Crpg.Riche, généreux, l'histoire se développe bien avec plusieurs bonnes surprises.Un des meilleurs rpg auxquels j'ai joué ces dernières  années"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,fev2,"Le meilleur jeu de tous les temps, de mon point de vue.- Les combats sont vraiment très intéressants, beaucoup plus que dans DOS2, grâce aux règles D&D qui ont été peaufinées par tous les rôlistes depuis 30 ans. Par contre, il faut prendre un peu de temps pour les comprendre (chercher ""combat bg3"" sur Youtube par ex).- Très peu de bugs.- Graphismes magnifiques et bien optimisés.- Très longue durée de vie avec pleins de possibilités totalement différentes de classes, build...- La plupart des items ont des capacités intéressantes, pas comme dans Diablo où c'est juste un modificateur d'attaque/vitesse...- L'histoire et les quêtes secondaires sont passionnantes, beaucoup plus que DOS2. Des vrais choix qui changent l'histoire.- Les compagnons ont des background intéressants et interagissent entre eux.Le seul léger point négatif est de ne pas avoir la possibilité de changer de personnage en dialogue. Il aurait été bien d'avoir une difficulté supplémentaire aussi (très difficile).Totalement ridicule de voir de mauvaises notes par des personnes qui n'ont pas compris les règles D&D ou car il y a 4 compagnons au lieu de 6..."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Eppeiste,"Vous voulez du vrai Zelda mature? en voila BG est une série qui s'est bien développé avec le temps et ce 3ème opus n'a rien à se reprocher Vivement le 4 avec encore plus de contenus et de diversités, pourquoi pas des spin-offs tant qu'on y est sous d'autres style de jeux"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Waitrox,"Jamais un JRPG n'aura fait autant parler de lui depuis plusieurs années, voir même une décennie.Un grand bravo au studio Alrian du boulot monstrueux qu'ils ont fournis tout est parfait... Histoire, ambiance sonore, DA parfaite, un système de combat comme on aime au tour par tour...Je remercie grandement ce jeu de m'avoir fait découvrir le gens de D&D ps: ET ENFIN UN JEU OU ON NE ROULE PAS SUR LE CONTENU ET IL FAUT REFLECHIR AVANT D'AGIR!"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,bhaalspawn,Après 20ans d’ attente me voilà de retour dans les royaumes oubliées ! Vise les yeux boo ! Vise les yeux !!!!Ps: +1 pour mettre les notes de la beta à part
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,Pseudo supprimé,"Un RPG incroyable qui établit une norme élevée pour l’ensemble de l’industrie du jeu vidéo. Il n’y a pas de microtransactions, pas de stratagèmes prédateurs pour que les développeurs vous soutirent plus d’argent, juste une équipe passionnée qui se soucie vraiment de vous et de leur produit."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,EvengeIius_,"Baldur's Gate 3 est un jeu de rôle épique et immersif qui offre une expérience riche et variée. Le gameplay est fluide et stimulant, les personnages sont bien développés et l'histoire est captivante. Les fans du genre ne seront pas déçus par ce jeu qui renouvelle le genre du RPG.Voici quelques éléments qui font de Baldur's Gate 3 un excellent jeu :Un gameplay fluide et stimulant qui permet de créer des builds uniques et de vaincre des ennemis puissants.Des personnages bien développés avec des personnalités distinctes qui interagissent avec le joueur de manière réaliste.Une histoire captivante qui permet au joueur de faire des choix qui ont un impact sur le monde du jeu.Un monde immense et varié à explorer, avec des secrets à découvrir à chaque coin de rue.Si vous êtes fan du genre RPG, Baldur's Gate 3 est un jeu que vous ne devez pas manquer. Il offre une expérience riche et variée qui vous divertira pendant de nombreuses heures."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,LeFeuCaBruleAHI,"Baldur's Gate 3 est un chef-d'œuvre du RPG! Avec son histoire captivante, ses personnages riches et son gameplay profond, il est incontournable.A mon sens, il redéfinit l'expérience RPG avec une narration immersive, des choix significatifs, des combats stratégiques et une réalisation graphique à couper le souffle. Un jeu exceptionnel!"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,jbx666,"Si je peux être d'accord avec la plupart des points négatifs, je comprends pas celui donné sur les performances qui sont excellentes.A l'heure des moteurs de jeux standardisés (Unreal, Unity), on a ici un moteur maison qui tourne comme une horloge. Chez moi en 4k et 75 fps, aucune surchauffe, alors que d'autres jeux beaucoup plus laids transforment mon PC en turbine.Il est évident que la qualité graphique ça se paie, si tu as acheté une bouse à la fnac tu peux toujours jouer aux deux premiers..."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=2,20/20,SonFlex,Expérience incroyable à consommer sans modération. Faites ça proprement avec des grosses sessions de 5 heure minimum et un casque de qualité parce-que vous allez en prendre plein la tronche Chaque ligne de dialogue peut complément changer la trajectoire de l'histoire.Chaque situation peut être approchée de dizaines de façons différentes si l'on fait preuve de créativité.Impossible de ne pas se perdre dans tout le contenu secondaire écrit aux petit oignons.Une rejouabilité quasi infinie.GOTY 2023 !
Baldur's Gate III,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,xanxusvongola,"Le dieu du RPG !!!LES COMBATS, une nouvelle aventure à chaque fois. L' histoire , épique et intime à la fois ! Fini les héros qui sauvent l'univers entier, vous essayez de vous sauvez vous même c'est déjà bien assez !! conseil: jouer en mode tacticien pour apprécier au mieux le level design et le potentiel du jeu !! bon je vous laisse, j'y retourne !!!BG3<3"
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,TiteMousse,"Le jeu est tout bonnement incroyable, probablement le RPG le plus abouti auquel j'ai pu joué dans ma longue vie de joueur.Très fun à jouer, une fois qu'on s'y met c'est assez difficile de s'arreter.Le systeme de combat est un des gros points fort du jeu, on est loin des systemes archaiques à la Skyrim (que j'adore comme jeu, mais dont le systeme de combat est le defaut principal, sans compter le fait qu'il soit maintenant ultra casualisé et plus vraiment un RPG), ici comme dans un vrai JDR il faudra tenir compte de 'environement, il faudra jouer de strategie et bien gerer ses sors ou abilités.C'est ce qui se rapproche le plus d'un jdr en terme de jv.L'aspect histoire et embranchement est tout bonnement collossal, j'aimais auparavent un RPG n'aura été aussi fourni, chaque partie est totalement differente selon les choix qu'on fait, et le moindre petit dialogue peut potentiellement deboucher sur quelque chose de plus vaste.Bref, Larian a fait un excellent travail, je suis vraiment impréssionné, déjà les Original Sins etaient les RPG les plus fou de leur temps, mais avec BG3 ils viennent de repousser les limites. Je ne sais pas quand un RPG pourra atteindre ce niveau de détails et cette excellence mais je pense que ce ne sera pas pour demain.En tant que joueur de RPG, j'ai mis du temps a faire mon deuil depuis que Bioware est devenu une coquille vide (merci EA de l'avoir souillé), on a perdu Bioware mais maintenant Larian a pris le relais, et c'est pour le mieux car ils excellent bien plus dans le genre RPG, vivement leur prochain, d'ici la j'aurai probablement de multiples run sur BG3.Bref si vous aimez les jeux de roles foncez, vous allez vivre l'experience la plus dingue qu'un fan de RPG puisse avoir."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,IWantTobe,"C'est clairement le GOTY pour moi.Seuls défauts que j'ai trouvé :- La caméra peut rendre fou à certains moments mais on arrive toujours à s'en sortir- Quelques manques de traductions (un mod aide sur ça)- Des dialogues parfois un peu HS ou pas assez adaptés à ce qu'on a fait- Le système de jeu DnD5e qui est pas terrible, Pathfinder 2 aurait été tellement meilleur, mais bon là ça n'a rien à voir avec le jeu en lui-même qui améliore grandement les règles d'ailleurs.Mais tout ça n'est rien en comparaison du jeu qu'on a devant nous.Les graphismes sont les meilleurs qu'on ait eu pour un CRPG, le doublage et la musique sont magistraux, c'est un des rares jeux où même après 80 heures de jeu je continue de me dire régulièrement ""putain la musique..."".Les SFX/VFX sont aussi bons que ceux de Valorant par exemple, chaque compétence/sort qu'on utilise a un bon feedback.Le scénario est bien meilleur que dans DOS:2 par exemple, dont je ne me souviens même pas de l'histoire principale tellement j'étais peu investi, là on est dedans du début à la fin (en tout cas j'écris ça au début de l'acte 3 et c'est toujours aussi prenant et laisser entrevoir encore plus d'épique à venir) et tout ce qui se passe dans l'univers est plus ou moins lié aux arcs principaux, on a toujours l'impression de trouver les pièces d'un grand puzzle. Les dialogues sont bien écrits, épique ou drôle, avec l'une des meilleures introduction de boss que j'ai vu depuis un bon moment.La rejouabilité semble assez énorme, déjà que la durée de vie d'une partie est d'environ 100h, sans toutes les merdes que els opens worlds ajoutent, collectables et autres quête fedex. C'est un vrai RPG, les choix ont des conséquences, pas comme dans Cyberpunk 2077.Bref, je peux mettre ma main à couper que Starfield aura une histoire et des dialogues bien en-deçà et qu'il faudra des années de mods pour le rendre aussi propre que Baldur's gate à sa release.PS : La note des lecteurs ici est complètement biaisée par une bande de boomers qui avaient craché leur venin au début de l'EA du jeu, il y a trois ans, et qui n'étaient pas content que le jeu ne soit pas une copie de BG2, sorti il y a 20 ans. Il suffit de regarder els avis metacritic, steam, etc pour se rendre compte que c'est déjà devenu un classique du jeu vidéo."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,dupratp,"Baldur's Gate 3 s'établit solidement parmi les RPG les plus remarquables de l'histoire du jeu, grâce à son immersion narrative, ses choix moraux subtils, ses arcs scénaristiques variés, ses factions complexes et ses objectifs optionnels captivants. Les compagnons bien développés ajoutent une profondeur supplémentaire, tandis que le système de combat au tour par tour offre des tactiques stimulantes, malgré quelques problèmes mineurs. C'est véritablement une expérience qui marque l'univers des RPG."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,dark_ness,"C''est dommage d'avoir laissé les notes de l'early access de 2020, et d'ailleurs c'est étrange de noter une early access. c'est un peu comme si au bac sur une épreuve de 4heures au bout de 30 mn on avait une early note.Tout à été dit dans le test, le travail effectué sur le jeu est monstrueux et on sent tout le respect du jdr qui transpire dans ce jeu. Larian était destiné à faire BG3 et à tout fait depuis les original sin pour mériter ce ""privilège""Le jeu est certes avant tout un jeu Larian avec un re-skin DnD, mais c'est tellement fidèle aux règles, tellement prenant, tellement libre qu'on ne fait absolument pas attention à ça.les gens reprochent le tour par tour alors que c'est l'unique moyen de respecter fidèlement les règles de DnD. Sinon cmment bien décomposer les actions, actions bonus et autres sorts dont la mécanique de base utilise le tour par tour ? De plus en multijoueur ça aurait été un beau bordel avec 4 joueurs capables de lancer une pause active.Le jeu reste à éviter pour ceux qui n'apprécient pas le JDR et préfèrent les jeu d'action. le JV nous a habitué à confondre les jeu de rôle et les jeux d'action, FF16 est un pur jeu d'action par exemple, il ne faut pas s'attendre à ce genre d'expérience ici."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,Maguzar,Jeu absolument incroyable si on aime les RPG et se plonger dans un univers SF incroyable ! Merci aux développeurs pour leur politique sans DLC et pour la version native mac avec processeur Apple Silicon (qui sort officiellement début septembre). C’est le top 👍🏻
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,Nalrev,"C'est un parfait sans fautes pour Larian Studios... chapeau bas.Il n'y a rien de plus difficile que de s'atteler à la tâche de reprendre une licence adulée par tant de monde sans risquer l'échec... et a fortiori deux décennies plus tard.Le seul hic est que le jeu demande clairement une configuration PC solide, et en fait peiner plus pourtant très bien calibré.J'avais pourtant eu peur que le jeu soit bien trop similaire à un Divinity Original Sin, mais en fait non. Le jeu a son identité propre et fait pleinement honneur à ce que sont Balgur's gate 1 et 2."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,origotim38,Une écriture parfaite. Une quête principale de toute beauté. Des quêtes secondaires magnifiques. Des personnages attachants. Une durée de vie énorme ce jeu est excellent. Voilà des années qu'un jeu ne m'avait pas fait lever à 5 heures du matin pour pouvoir y jouer avant de partir au travail. Bravo à l'équipe de larian pour ce travail.
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,_-Hakz-_,"Univers d'une richesse, d'une narration, comme je n'ai pas ressenti depuis TW3.Ca fait plaisir de voir que le vrai JV est toujours d'actualité.Dépaysant, complet, possibilités infinis."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,Ivak87,"On s'en fiche des notes, j'achète pas un jeu basé sur votre avis (qui fait encore ça ?). Moi les trucs d'early access, de devoir chercher si mon jeu est fini ou pas, de devoir m'intéresser au fait que le jeu est livré en kit etc, ça ne m'intéresse pas. Je veux acheter un produit fini et basta. Alors en vrai je n'ai aucune note à mettre mais perso je n'achèterai jamais un jeu dans cet état."
,https://www.jeuxvideo.com/jeux/pc/jeu-5571/avis/note/?p=3,20/20,Gtaxe95,"Ce jeux est pour moi une œuvre realisé sans concession qui atteint tout ce que j'attendais en terme de jeux solo, une histoire, des péripéties et un gameplay très bon.Le jeux est hyper riche ! Et pour les arriéré qui trouve que le jeux est trop long, franchement on vous offre la possibilité d'avoir une nouvelles Aventure à chaque session de jeux ! Arrêter de vouloir le finir comme des enfant, profiter de la possibilité d'y joué de temps en temps et d'à chaque fois vivre  une expérience nouvelle et intéressant avec les personnage que vous voulez.L'aventure est incroyable."
